名称,主たる事業,区分,設備おむつ交換,設備授乳,設備その他,設備内容,箇所数,設置場所,特徴,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（赤ちゃんの駅）
ひかり幼稚園,幼稚園,教育・習い事,○,○,×,,2,"子育て支援室
体育室",,340-0041,草加市,草加市松原2-1-1,048-942-1015,048-943-8955,info@hikari-sg.ed.jp,9:00～17:00,"土・日・祝日、その他もあり(詳しくは園にお問い合わせください)
",http://www.hikari-sg.ed/jp,
入間市役所,市役所,公共施設,○,○,○,キッズコーナー,3,【おむつ交換+授乳】1階　市民ホール他(搾乳できます),2階こども支援課にキッズコーナーがあります。,358-8511,入間市,入間市豊岡1-16-1,04-2964-1111,04-2965-0232,,8:30～17:15,土・日・祝日、年末年始,,
入間市児童センター,児童施設,公共施設,○,○,○,ベビーチェア,1,【おむつ交換+授乳】中2階トイレ前他(搾乳できます),幼児コーナーに授乳スペース、ベビーベッドを設置。トイレ内に折りたたみ式おむつ交換台を設置,358-0001,入間市,入間市向陽台1-1-6,04-2963-9611,04-2963-9612,,9:00～18:00,月・祝日(こどもの日、海の日、敬老の日、体育の日、成人の日を除く),,おもちゃ図書館や体を動かして遊ぶ幼児コーナーなどの遊びスペースとプラネタリウムがあります。
入間市扇町屋地区センター　,公民館,公共施設,○,×,×,,1,【おむつ交換】1階　多目的トイレ,折りたたみ式おむつ交換台を設置,358-0022,入間市,入間市扇町屋1-9-34,04-2962-4495,04-2963-7051,,8:30～22:00 ※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市西武地区センター,公民館,公共施設,○,○,×,,4,"【授乳】2階ロビー内授乳室
【おむつ交換】1階多目的トイレ前、2階女子トイレ前、2階女子トイレ内",折りたたみ式おむつ交換台、授乳室を設置,358-0054,入間市,入間市野田496,04-2932-0033,04-2932-1172,,8:30～22:00 ※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市扇町屋地区センター久保稲荷分館　,公民館,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　給湯室(搾乳できます),1階給湯室におむつ交換用のベビーベッドも設置してあります。,358-0024,入間市,入間市久保稲荷3-9-3 ,04-2965-8448,04-2965-3070,,8:30～22:00 ※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,児童サークル(リトミック)があります。
入間市黒須地区センター高倉分館　,公民館,公共施設,○,×,×,,1,【おむつ交換】1階　多目的トイレ,折りたたみ式おむつ交換台を設置,358-0021,入間市,入間市高倉4-6-20,04-2964-4626,04-2963-7039,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市東金子地区センター,公民館,公共施設,○,×,×,,1,【おむつ交換】1階　多目的トイレ,折りたたみ式おむつ交換台、ベビーベッドを設置,358-0026,入間市,入間市大字小谷田77-3 ,04-2962-7711,04-2964-0112,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市東町地区センター,公民館,公共施設,○,×,×,,1,【おむつ交換】1階　多目的トイレ,折りたたみ式おむつ交換台を設置,358-0002,入間市,入間市東町3-1-35 ,04-2963-7503,04-2963-6824,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市東藤沢地区センター,公民館,公共施設,○,○,×,,2,【おむつ交換+授乳】1階　多目的トイレ他(搾乳できます),"ベビーベッド、折りたたみ式おむつ交換台を設置
授乳室の使用希望時は職員にお声がけください。",358-0053,入間市,入間市東藤沢3-19-19 ,04-2962-6922,04-2964-4972,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市立図書館 西武分館,図書館,公共施設,○,×,×,,1,【おむつ交換】1階　多目的トイレ他,児童コーナーにベビーベッドがあります。,358-0053,入間市,入間市大字仏子1084-12 ,04-2932-2411,04-2932-2427,,"火～金9:00～20:00
土日祝9:00～17:00",月曜、月末、年末年始、特別整理期間,,"西武池袋線仏子(ぶし)駅から徒歩で数分の場所にあります。
「赤ちゃんの駅」としては勿論、子育てに迷ったりした時は、書架の図書にもヒントやアドバイスがきっとありますので、お気軽にご利用ください。夏休みには子どもさん向けの映画上映も行っていますので、是非お出かけください。"
入間市産業文化センター,文化センター,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　授乳室他(搾乳できます),1階に授乳室、折り畳み式おむつ替えシートを設置しています。,358-0001,入間市,入間市向陽台1-1-7 ,04-2964-8377,04-2964-8378,,9:00～21:30,月曜、年末年始,,"大きな”けやき”がシンボリックな中庭・・・そこは、皆様が集う憩いのコミュニティエリア。427席のホールと、各種集会室がございます。
ホールではセンターが主催/共催する文化・芸術公演や、お客様へのお貸し出しによるイベントが、いつも賑やかに実施されています。"
入間市立金子第一保育所　,保育所　,公共施設,○,×,×,,1,【おむつ交換】1階保育室入口付近,"赤ちゃんの駅利用時は職員にお声がけください。
育児相談等も可能です。",358-0046,入間市,入間市南峯75,04-2936-0237,04-2936-0385,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,"加治丘陵のふもとの自然豊かな保育所です。
子育て相談をしています。"
入間市立宮寺保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　延長保育室,"赤ちゃんの駅利用時は職員にお声がけください。
",358-0014,入間市,入間市宮寺595-1,04-2934-2058,04-2934-2097,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市立金子第二保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　事務室,"赤ちゃんの駅利用時は職員にお声がけください。
自然に囲まれた保育所です。",358-0036,入間市,入間市大字花ノ木142,04-2936-1655,04-2936-3233,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談、園庭開放をしています。
入間市立藤沢第二保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階事務室他(搾乳できます),"赤ちゃんの駅利用時は職員にお声がけください。
",358-0011,入間市,入間市下藤沢3-36-1,04-2962-3680,04-2962-3683,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市立高倉保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】2階事務室(搾乳できます),赤ちゃんの駅利用時は職員にお声がけください。,358-0021,入間市,入間市高倉5-1-11,04-2962-6160,04-2965-7565,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市立豊岡保育所　,保育所　,公共施設,○,○,×,,3,【おむつ交換+授乳】1階事務室他,赤ちゃんの駅利用時は職員にお声がけください。,358-0022,入間市,入間市扇町屋1-7-17,04-2962-4493,04-2962-4498,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,"子育て相談をしています。
住宅地の中にあり、本通りから離れているため周りは静かです。駐車場もありますので、お車での利用も可能です。"
入間市立二本木保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階事務室(搾乳できます),"赤ちゃんの駅利用時は職員にお声がけください。
とても広い園庭があります。",358-0015,入間市,入間市二本木231-1,04-2934-1701,04-2934-3838,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,地域支援事業として、ひまわりひろば(土曜日)、園庭開放(月から金)、子育て相談をしています。
入間市立西武中央保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　医務室,"赤ちゃんの駅利用時は職員にお声がけください。
",358-0054,入間市,入間市大字野田519,04-2932-2905,04-2932-2903,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市立東金子保育所　,保育所　,公共施設,○,○,×,,2,【おむつ交換+授乳】1階　事務室他(搾乳できます),赤ちゃんの駅利用時は職員にお声がけください。,358-0031,入間市,入間市新久487-2,04-2962-7881,04-2962-7981,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市立藤沢保育所　,保育所　,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　事務室,"赤ちゃんの駅利用時は職員にお声がけください。
",358-0012,入間市,入間市東藤沢8-12-27,04-2962-4044,04-2965-7117,,平日　7:30～18:30/土曜日　7:30～14:00,土曜日の午後、日、祝祭日、年末年始,,子育て相談をしています。
入間市青少年活動センター,社会教育施設,公共施設,○,×,×,,1,【おむつ交換】1階　ロビー,ベビーベッドを設置しています。,358-0026,入間市,入間市小谷田1681-1,04-2962-1005,04-2962-1073,,9:00～17:15,年末年始,,ご利用の際には受付窓口までお声がけください。
入間市博物館,博物館,公共施設,○,○,○,ユニバーサルシート,2,"【おむつ交換+授乳】1階　ベビールーム(搾乳できます)
【おむつ交換】1階　多目的用トイレ",1階ベビールームにベビーベッドを設置しています。1階多目的用トイレにユニバーサルシートを設置しています。,358-0015,入間市,入間市二本木100 ,04-2934-7711,04-2934-7716,,9:00～17:00　(入館は16:30まで),月(祝日の時は翌日)・祝翌(除土日祝日)・年末年始・第4火(除祝日),,入間市の自然や歴史についての資料とともに、「狭山茶」の主産地の博物館として、国内外のお茶についての幅広い資料の展示や、お茶大学、季節の茶会、手揉み茶体験などお茶に関するイベントを多数開催しています。
入間市市民活動センター　,市民活動センター,公共施設,○,○,×,,3,"【おむつ交換】1階多目的トイレ・3階男子トイレ
【授乳】2階こども室(搾乳できます)",2階に無料で利用できるこども室(親子で遊べるスペース)があります。,358-0003,入間市,入間市豊岡4-2-2,04-2964-2511,04-2964-2519,,9:00～21:30※2階こども室は17:00まで,年末年始,,"市民活動センターは、「元気な入間まちづくり基本条例」の中で市民活動の拠点施設として設置されています。
営利を目的としない自主的な社会貢献活動を支援するための施設で、様々な市民の活動と交流を深めるための市民みんなの施設です。"
文化創造アトリエAMIGO!,文化施設,公共施設,×,×,×,,2,【おむつ交換】本館1階　女子トイレ他,折りたたみ式おむつ交換台,358-0053,入間市,入間市仏子766-1,04-2931-3500,04-2931-3700,,9:00～22:30,年末年始,,文化芸術の持つ「自己表現力」、「コミュニケーション力」等をまちの活力に活かし、市民がより精神的な安らぎや生きる喜びを享受できる環境をつくり、また、将来の文化芸術の担い手である子どもたちの育成と自然が共生できる文化的なまちづくりの推進を図ることを目的として事業を展開しています。
入間市健康福祉センター　,健康福祉センター　,公共施設,○,○,×,,3,【おむつ交換+授乳】2階　授乳室他(搾乳できます),広めの授乳室、おむつ交換場所があります。,358-0013,入間市,入間市上藤沢730-1 ,04-2966-5511,04-2966-5514,,8:30～22:00,年末年始,,
入間市市民体育館　,体育施設,公共施設,○,×,○,ベビーチェア,3,【おむつ交換】1階女子更衣室、1階・2階多目的トイレ,"女子更衣室:おむつ交換台
多目的トイレ:折り畳み式おむつ交換台、ベビーチェア",358-0003,入間市,入間市豊岡4-2-1 ,04-2962-1125,04-2963-9784,,9:00～21:30,年末年始,,スポーツの拠点である市民体育館です。
入間市藤沢地区センター,公民館,公共施設,○,×,○,ベビーチェア,2,【おむつ交換】1階　多目的トイレ他,折りたたみ式おむつ交換台を設置,358-0011,入間市,入間市下藤沢5丁目17番地1 ,04-2962-6475,04-2964-1280,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
入間市宮寺・二本木地区センター二本木分館,公民館,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】1階　男女トイレ他,折りたたみ式おむつ交換台を設置,358-0015,入間市,入間市二本木256-1,04-2934-2672,04-2934-7163,,8:30～22:00　※17:15～22:00の間は貸館の予約が無い場合閉館しています。,祝日、年末年始,,
幸手市中央公民館,公民館,公共施設,○,×,×,,1,【おむつ交換】身障者用トイレ,トイレ内におむつ交換台あり,340-0151,幸手市,幸手市緑台2-1-7,0480-42-5156,0480-42-5800,k-syakai@city.satte.lg.jp,9:00～21:30/日・祝　9:00～17:00,第1月曜日,https://www.city.satte.lg.jp/kanko_bunka_sport/shogaigakushu/13858.html,会議室、和室、料理室、音楽室、体育室があります。
幸手市西公民館,公民館,公共施設,○,×,×,,1,【おむつ交換】身障者用トイレ,トイレ内におむつ交換台あり,340-0161,幸手市,幸手市大字千塚117,0480-43-0881,0480-43-0881,k-syakai@city.satte.lg.jp,9:00～21:30/日・祝　9:00～17:00,第1月曜日,https://www.city.satte.lg.jp/kanko_bunka_sport/shogaigakushu/13858.html,講座室、図書コーナー、大会議室、料理室、視聴覚室、ゲートボール場1面があります。
幸手市南公民館,公民館,公共施設,○,×,×,,1,【おむつ交換】身障者用トイレ,トイレ内におむつ交換台あり,340-0155,幸手市,幸手市大字上高野1194,0480-43-6053,0480-43-6053,k-syakai@city.satte.lg.jp,9:00～21:30/日・祝　9:00～17:00,第1月曜日,https://www.city.satte.lg.jp/kanko_bunka_sport/shogaigakushu/13858.html,体育室、美術・工芸室、児童室、料理実習室、クラブ室、会議室、講座室、和室、図書コーナーがあります。
幸手市東公民館,公民館,公共施設,○,×,×,,1,【おむつ交換】身障者用トイレ,トイレ内におむつ交換台あり,340-0125,幸手市,幸手市大字下宇和田58-6,0480-48-0013,0480-48-0013,k-syakai@city.satte.lg.jp,9:00～21:30/日・祝　9:00～17:00,第1月曜日,https://www.city.satte.lg.jp/kanko_bunka_sport/shogaigakushu/13858.html,集会室(150人収容)、会議室、講座室、和室、料理実習室、託児室、図書コーナーがあります。
春日部市役所,市役所,公共施設,○,○,×,,3,"【おむつ交換+授乳】1階　授乳室(搾乳できます)
【おむつ交換】みんなのトイレ",ベビーベット、授乳室完備,344-8577,春日部市,春日部市中央7-2-1,048-736-1111,048-734-2593,kanzai@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
内牧市民センター,公民館,公共施設,○,○,○,ベビーチェア,2,"【おむつ交換+授乳】1階　談話コーナー
【おむつ交換】トイレ",ベビーベット、衝立完備、ベビーチエア完備,344-0051,春日部市,春日部市内牧4398,048-752-3255,048-752-3255,uchikou@city.kasukabe.lg.jp,8:30～17:15,月・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市内牧南公民館,公民館,公共施設,○,○,○,ベビーチェア,2,"【おむつ交換】1階　トイレ
【おむつ交換+授乳】2階　託児室(オープンスペース)",ベビーチエア完備、ベビーベット完備,344-0051,春日部市,春日部市内牧1498,048-761-0065,048-761-0065,uchinankou@city.kasukabe.lg.jp,8:30～17:15,月・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市役所　庄和総合支所,市役所支所,公共施設,○,○,×,,2,"【おむつ交換+授乳】1階　ベビーサークルコーナー(搾乳できます)　　　　　　
【おむつ交換】2階　みんなのトイレ",1階　ベビーサークルコーナー完備,344-0117,春日部市,春日部市金崎839-1,048-746-1111,048-746-4797,showa-s@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市立庄和第1保育所,保育所,教育・習い事,○,○,×,,3,1階　男女トイレ・事務室(搾乳できます),いつでもお声がけ待ってます,344-0112,春日部市,春日部市西金野井256-1,048-746-3511,048-746-3511,hoiku@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市総合福祉センター　(あしすと春日部),福祉センター,公共施設,○,○,×,,1,【おむつ交換+授乳】2階　相談室(搾乳できます),オムツ交換台完備,344-0023,春日部市,春日部市中央2-24-1,048-762-1080,048-762-1083,somu-wel@city.kasukabe.lg.jp,8:30～17:15,祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市立武里南保育所,保育所,教育・習い事,○,○,×,,1,【おむつ交換+授乳】1階　事務室内(搾乳できます),いつでもお声がけ待ってます,344-0023,春日部市,春日部市武里団地9-16,048-735-4381,048-735-4383,hoiku@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市立第3保育所,保育所,教育・習い事,○,○,×,,1,【おむつ交換+授乳】1階　事務室(搾乳できます),いつでもお声がけ待ってます,344-0061,春日部市,春日部市粕壁6823,048-752-0736,048-752-0736,hoiku@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市立第8保育所,保育所,教育・習い事,○,○,×,,1,【おむつ交換+授乳】1階　事務室(搾乳できます),いつでもお声がけ待ってます,344-0046,春日部市,春日部市上蛭田82-1,048-754-8349,048-754-8349,hoiku@city.kasukabe.lg.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.kasukabe.lg.jp/,
春日部市立中央図書館,図書館,公共施設,○,○,×,,2,"【授乳】1階　授乳室
【おむつ交換】みんなのトイレ",オムツ交換台　授乳室完備,344-0062,春日部市,春日部市粕壁東2-8-61,048-761-5911,048-761-5914, kasukabecity-lib@xui.biglobe.ne.jp,9:00～19:00,12月29日～1月3日、他休館日有,http://www.lib.kasukabe.saitama.jp/,
道の駅「庄和」,商工観光,買物,○,○,×,,2,【おむつ交換+授乳】1階　休憩室(搾乳できます)、情報館,ベビーベット　授乳室完備,344-0121,春日部市,春日部市上柳995,048-718-3011,048-733-3826,showa-edu@city.kasukabe.lg.jp,夏季　8:00～20:00/冬季　8:00～19:00,1月1日・2日(他臨時休館日有),http://www.city.kasukabe.lg.jp/,
春日部市民文化会館(庄和工業にじいろホール),文化会館,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　医務室(搾乳できます),ベビーベット、衝立完備,344-0062,春日部市,春日部市粕壁東2-8-61,048-761-5811,048-761-5813,bunka@city.kasukabe.lg.jp,9:00～21:30,月・12月29日～1月3日、他休館日有,http://www.city.kasukabe.lg.jp/,
鳩山町役場庁舎,本庁舎,公共施設,○,×,×,,1,【おむつ交換】1階　階段下,,350-0392,鳩山町,鳩山町大字大豆戸184-16,049-296-1211,049-296-3390,,月～金　8:30～17:15,土曜日、日曜日、祝日、年末年始(12月29日～1月3日),,
鳩山町ふれあいセンター,コミュニティセンター,公共施設,○,×,×,,1,【おむつ交換】2階　エントランスホールソファー(おむつマット),,350-0313,鳩山町,鳩山町松ヶ丘一丁目2番4号,049-296-6996,049-296-1946,,9:00～22:00,毎月第1月曜日、年末年始(12月29日～1月3日),,
今宿コミュニティセンター,コミュニティセンター,公共施設,○,×,×,,1,【おむつ交換】1階　エントランスホール,,350-0321,鳩山町,鳩山町大字赤沼2601番地,049-298-1115,049-298-1116,,9:00～22:00,毎月第2月曜日、年末年始(12月29日～1月3日),,
鳩山町中央公民館,公民館事業,公共施設,○,○,×,,2,"【おむつ交換】1階　エントランスホール
【授乳】2階",,350-0321,鳩山町,鳩山町大字赤沼1715番地1,049-296-2774,049-296-7363,,9:00～21:00,"毎週月曜日
国民の祝日(月曜日が国民の祝日の場合は、その翌日も休館日となります)
年末年始(12月29日～1月3日)
臨時休館日",,
鳩山町多世代活動交流センター内　つどいの広場,地域子育て支援拠点事業,公共施設,○,○,×,,1,【授乳、おむつ交換】1階授乳コーナー,幼児用トイレや、授乳スペースも設置してあります。,350-0313,鳩山町,鳩山町松ケ丘四丁目1-1,049-296-7733,049-296-7733,,月、火、木、金　10:00～15:00,水曜日、土曜日、日曜日、祝日、年末年始(12月29日～1月3日),,毎月1回以上の子育て支援事業を行っています。詳しくは、町HPや広報紙等で確認してください。
鳩山町立図書館,図書館事業,公共施設,○,×,○,情報提供,2,"【おむつ交換】1階　多目的トイレ、研修室
【その他】情報提供",,350-0313,鳩山町,鳩山町松ヶ丘3-19-1,049-296-5660,049-296-5661,,火・木・金・土・日　9:30～17:00/水　9:30～19:00/5月～9月の土・日　9:30～18:00,"毎週月曜日
●5月5日と11月3日を除く国民の休日(祝日が月曜日にあたる時は火曜日も休館)
●年末年始(12月29日～1月3日)
●館内整理日(月末日ー土日、月曜日にあたる時はその前の金曜日)
●特別整理期間(年1回7日間程度)",http://www.lib.hatoyama.saitama.jp/,
鳩山町保健センター,健診事業等,公共施設,○,○,×,,2,"【おむつ交換】1階　エントランスホール
【授乳】集団検診室",,350-0324,鳩山町,鳩山町大字大豆戸183-1,049-296-2530,049-296-2832,,月～金　8:30～17:15,土曜日、日曜日、祝日、年末年始(12月29日～1月3日),,
鳩山町民体育館,体育館事業,公共施設,○,×,×,,1,【おむつ交換】1階　エントランスホール,,350-0312,鳩山町,鳩山町鳩ヶ丘五丁目16番2号,049-298-1420,049-296-6226,,9:00～21:00まで,年末年始(12月29日～1月3日),,
やしお生涯楽習館,生涯学習の拠点,公共施設,○,○,○,ベビーチェア,10,"【おむつ交換】男子トイレ(1階・1階事務所側・2階)、女子トイレ(1階西側・1階東側・2階)、多目的トイレ
【授乳】1階相談室
【ベビーチェア】1階多目的トイレ、男子トイレ(1階多目的室側・1階事務所側)、女子トイレ(1階事務室側)",,340-0802,八潮市,八潮市大字鶴ヶ曽根420-2,048-994-1000,048-994-1004,ylac@cd.mbn.or.jp,9:00～21:30,火,http://www33.ocn.ne.jp/~zaiyashio/,2階には3歳未満の乳幼児とその保護者のための子育てひろばがあります。
八潮メセナ(八潮市民文化会館及び勤労福祉センター),文化会館,公共施設,○,○,○,ベビーチェア,13,"【おむつ交換】1階ロッカー室奥、1・2階男子トイレ、2階女子トイレ、1・2・3階多目的トイレ、2階市民ギャラリー、ホール内多目的トイレ、ホール内女子トイレ、ホール母子席(ベビーベッド)
【授乳】1階事務室内応接室(授乳の申し出の場合に提供)、2階市民ギャラリー
【ベビーチェア】1階男女トイレ、2階女子トイレ、ホール内女子トイレ",,340-0816,八潮市,八潮市中央1-10-1,048-998-2500,048-998-2463,mecenat@poppy.ocn.ne.jp,8:30～21:30,月(月曜が祝祭日の場合を除く),http://www2.ocn.ne.jp/~mecenat,八潮メセナは、文化・芸術活動の発表の場としての文化会館と、生涯学習や研修の場としての勤労福祉センターの2つの機能を持った複合施設です。
八潮市勤労青少年ホーム勤労者体育センターゆまにて,勤労青少年ホーム,公共施設,○,○,○,ベビーチェア,6,"【おむつ交換】1階多目的トイレ、1・2階男子トイレ、1・2階女子トイレ
【授乳】1階女子更衣室前
【ベビーチェア】1・2階男女トイレ",,340-0814,八潮市,八潮市南川崎523,048-996-0123,048-998-0888,humanite@city.yashio.lg.jp,9:00～21:00,月・祝日,,体育センターや勤労青少年ホームの利用者の方々が親子で、和気あいあいと利用しています。
八潮市立八幡図書館・公民館,図書館・公民館,公共施設,○,○,○,ベビーキープ,3,"【おむつ交換】1・2階女子トイレ、1・2階男子トイレ、2階多目的トイレ、1階おむつ交換コーナー
【おむつ交換+授乳】2階授乳室
【授乳】1階授乳室",,340-0816,八潮市,八潮市中央3-32-11,,,,図書館9:00～19:00　公民館9:00～21:00,月曜日(祝日の場合は翌平日)、年末年始,https://www.city.yashio.lg.jp/kurashi/shisetsuguide/shisetsuannai/index.html,"1階が図書館、2階が公民館です。
実生活に即する教育、学術及び文化に関する各種の事業を行い、もって住民の教育の向上、生活文化の振興を図る。"
八潮市立資料館,博物館・文書館,公共施設,○,○,○,女子トイレにベビーチェア、おむつ交換マットを設置,4,"【おむつ交換】1・2階多目的トイレ、女子トイレ(おむつ交換マット)
　【おむつ交換+授乳】1階エレベーターホール(授乳用イスを設置)",,340-0831,八潮市,八潮市大字南後谷763-50,048-997-6666,048-997-8998,bunkazai@city.yashio.lg.jp,9:00～17:00,月・祝日の翌日・年末年始,http://www.city.yashio.lg.jp/siryoukan/,地域の歴史・文化を紹介する展示会や講座等のイベントの開催や、多数の歴史図書を配架した閲覧室を備え、学習機会の提供に努めています。
神川町立丹荘保育所,保育所,公共施設,○,○,×,,1,【おむつ交換+授乳】保育室,保育所の中におむつ代えと授乳スペースを整えています。,367-0244,神川町,神川町大字八日市208,0495-77-4048,0495-77-4048,,月～金　7:30～18:30,土曜、日曜、祝日、年末年始(12月29日～1月3日),http://www.town.kamikawa.saitama.jp/,一時預かり事業を行っております。ご希望の方はお気軽にお問い合わせ下さい。
神川町立青柳保育所,保育所,公共施設,○,○,×,,1,【おむつ交換+授乳】エントランス,保育所の中におむつ代えと授乳スペースを整えています。,367-0232,神川町,神川町大字新里2787-5,0495-77-3596,0495-77-3596,,月～金　7:30～18:30,土曜、日曜、祝日、年末年始(12月29日～1月3日),http://www.town.kamikawa.saitama.jp/,一時預かり事業を行っております。ご希望の方はお気軽にお問い合わせ下さい。
神川町保健センター,保健センター,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　計測室,保健センターの中におむつ代えと授乳スペースを整えています。,367-0292,神川町,神川町大字植竹900-1,0495-77-4041 ,0495-77-0550,,月～金　8:30～17:15,土曜、日曜、祝日、年末年始(12月29日～1月3日),http://www.town.kamikawa.saitama.jp/,水曜日の午前中は、育児相談を行っています。
宮代町役場,町役場,公共施設,○,○,×,,2,【おむつ交換】1階　多目的トイレ／【授乳】1階　授乳室,おむつ交換スペースと授乳室は向かい合わせに設置されています。,345-0822,宮代町,宮代町笠原1-4-1,0480-34-1111,0480-34-7820,jyokan@town.miyashiro.saitama.jp,8：30～19：00,年末年始,http://www.town.miyashiro.saitama.jp/,"隣にはＳＬが展示されている公園があります。
あわせて、ご利用ください。"
宮代町立国納保育園,保育園,公共施設,○,○,×,,1,【おむつ交換+授乳】1階　子育て支援センター,子育て支援センターで、おむつ交換と授乳ができます。,345-0834 ,宮代町,宮代町大字国納102-1,0480-34-5891,0480-34-5891,kokunou@town.miyashiro.saitama.jp,9:00～16:00,土、日、祝日、年末年始,http://www.town.miyashiro.saitama.jp/,"支援センターが併設されています。毎月いろいろなイベントを行っています。
詳しくは、HPや広報、電話にてお問い合わせください。"
宮代町立みやしろ保育園,保育園,公共施設,○,○,×,,1,【おむつ交換＋授乳】1階　事務室,事務室で、おむつ交換と授乳ができます。,345-0831 ,宮代町,宮代町大字須賀177,0480-32-3064,0480-32-3064,miyashiro@town.miyashiro.saitama.jp,9：00～16：00,土、日、祝日、年末年始,http://www.town.miyashiro.saitama.jp/,生後6ヶ月から就学前のお子さんをお預かりしています。また、子育て支援センターを併設しており、一時預かり保育・病後児保育・障がい児デイサービスも実施しています。
宮代町立和戸公民館,公民館,公共施設,×,○,×,,1,【授乳】1階　給湯室,給湯室で、授乳ができます。,345-0836 ,宮代町,宮代町和戸2-5-1,0480-31-0124 ,,,9：00～21：00,月、年末年始,http://www.town.miyashiro.saitama.jp/,公民館は町民の皆さんの生涯学習や地域活動の拠点です。人との出会いや交流の場として、ぜひご利用ください。
宮代町立百間公民館,公民館,公共施設,×,○,×,,1,【授乳】1階　ロビー,ロビーで、授乳ができます。,345-0801 ,宮代町, 宮代町百間5-1-29,0480-32-0853 ,,,9：00～21：00,月、年末年始,http://www.town.miyashiro.saitama.jp/,公民館は町民の皆さんの生涯学習や地域活動の拠点です。人との出会いや交流の場として、ぜひご利用ください。
宮代町立川端公民館,公民館,公共施設,×,○,×,,1,【授乳】2階　ロビー,ロビーで、授乳ができます。,345-0804 ,宮代町,宮代町字川端578,0480-33-9239,,,9：00～21：00,月、年末年始,http://www.town.miyashiro.saitama.jp/,公民館は町民の皆さんの生涯学習や地域活動の拠点です。人との出会いや交流の場として、ぜひご利用ください。
