特典内容,区分,名称,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（パパ・ママ）
中学生までのお子様に限り、ソフトドリンク無料,飲食,ピザ＆パスタ　フォレスタ,350-0436,毛呂山町,入間郡毛呂山町川角２０９５－１,049-295-4561,049-295-4561,,11:00～20:30（15:00～17:00準備中）,不定休,,ピザ（ソース、生地など）、ハンバーグ、その他できる限り手作りしています。又、季節のメニューもあります。ピザ、パスタ、ハンバーグその他、お持ち帰りメニューもございます。
大人同伴時、お子様にドリンク１杯プレゼント,飲食,３Ｒ,353-0006,志木市,志木市館２－７－５,048-473-5535,048-473-5535,,19:00～,不定休,,
お買上げ金額より、１０％ＯＦＦのサービスです。,飲食,珈琲豆屋,336-0916,さいたま市緑区,さいたま市緑区宮本１－１４－１９,048-875-8877,048-875-8877,mameya@master.email.ne.jp,10:00～18:00,月・火・水,,受注後に自家手焙煎、見沼の景色を眺めながら美味しいコーヒーをどうぞ。
自店の５０円サービス券を渡します。,飲食,コミュニティカフェ ひだまり,350-1176,川越市,川越市川鶴二丁目１１－１,なし,なし,,11:00～16:00,土・日・月,http://www.communitycafe-hidamari.jp,カフェの半分はキッズコーナーで、親子で飲食できます。毎週金曜日11時～12時は、保育士と親子で遊びます。
中学生以下のお子様にソフトドリンク１杯半額サービス,飲食,うなぎ　むらおか,350-0223,坂戸市,坂戸市八幡２－３－２１,049-289-3434,,,11:00～15:00／17:00～21:00,毎週木曜日第三水曜日（10月～６月）,,
お子様にソフトドリンク１杯無料で差し上げます。,飲食,インド　ネパール　アジアン料理＆ＢＡＲ　ＭＡＬＩＫＡ　マリカ　大宮西口店,330-0854,さいたま市大宮区,さいたま市大宮区桜木町２－７－３,048-644-6773,048-644-6773,,ランチタイム11:00～16:00／ディナータイム16:00～22:30,,,
お子様にソフトドリンク１杯無料で差し上げます。,飲食,インド　ネパール　アジアン料理＆ＢＡＲ　ＭＡＬＩＫＡ　マリカ　大宮店,330-0854 ,さいたま市大宮区,さいたま市大宮区宮町３－１６,048-641-9766,,,ランチタイム11:00～16:00／ディナータイム16:00～22:30,,,
５％ＯＦＦにします。（ランチ除く）,飲食,沖縄家庭料理　うるま,330-0859,さいたま市大宮区,さいたま市大宮区桜木町１－４－５　宮下ビル２Ｆ,048-641-7060,,,17:00～24:00,月曜日・祝祭日,,
ソフトドリンク１杯サービス,飲食,レストラン　沙羅沙,352-0001,新座市,新座市東北１丁目１４－３,048-474-5221,,,,,,
デザートサービスさせて頂きます。,飲食,手打ちそばうどん　千壽,330-0044,さいたま市浦和区,さいたま市浦和区瀬ケ崎3-15-1,048-886-3700,,,,,,
中学生以下のお子様ソフトドリンク（オレンジジュース）１杯サービス,飲食,米米cafe hanaco,359-1162,所沢市,所沢市和ヶ原1-46-8,04-2948-2737,,,11:30～18:00,水曜日,,２０１４年１０月にオープンの米米cafe hanacoは、精米したての美味しいお米を自慢の釜で炊いたこだわりのおむすびと、香りのよい珈琲を皆様に気軽に楽しんでいただけます。そんなカフェがあったら良いなとの思いで開店いたしました。ゆったりと穏やかなひとときを過ごしていただけるよう努力してまいります。ハンドメイド雑貨も販売しております。menu:hanacoセット￥６５０コーヒー￥４００自家製プリン￥３２０おむすび約１１種類
小学生以下のお子様オレンジジュース１杯サービス,飲食,竹葉,359-1163,所沢市,所沢市西狭山ヶ丘1-2421,0429-48-7070,,,,月曜日,,和食処にいながら焼肉が楽しめる家庭的なお店です。食事もおつまみもメニューが豊富５８０円ランチもおすすめです。ご宴会、法事、結納等でもご利用ください。８０名様収容です
小学生以下のお子様１人につきソフトドリンク２杯まで無料,飲食,ワンステップ　浦和店,336-0063,さいたま市浦和区,さいたま市浦和区高砂2-11-13新和ビルB1,048-822-7975,,,18:00～26:00,なし,,フードが豊富なレストランバーです。お子様におすすめは３０㎝以上のPizza!!
特選勘九郎コース（３名様～）おひとり様２，３８０円２時間飲み放題,飲食,炭焼　勘九郎,330-0846,さいたま市大宮区,さいたま市大宮区大門町1-74,048-642-0633,,,,,,
お子様ソフトドリンク無料　他のサービスと利用可能,飲食,金の蔵　大宮東口駅前店,330-0846,さいたま市大宮区,さいたま市大宮区大門町1-67豊栄ビル１F,048-658-1350,,,17:00～翌5:00（月火17:00～23:30／日祝18:00～23:30),,,
お子様に粗品（おもちゃ）,飲食,青竹手打ラーメン龍亭,355-0063,東松山市,東松山市元宿2-26-4,0493-34-6614,,,11:30～14:00　18:00～24:00,月曜日,,青竹で打つ手打ちめん
10%割引,飲食,お好み焼き　道とん堀　大宮櫛引店,330-0851 ,さいたま市大宮区,さいたま市大宮区櫛引町1-185-3,048-652-4128,,,11:30～24:00,年中無休,,団体様100名までOK
提示された方のみアイスクリームサービス,飲食,久鮨,330-0852,さいたま市大宮区,さいたま市大宮区大成町3-543,048-653-1144,,,17:00～23:00,日祝日,,夫婦でやっているのでアットホームです
小学生以下のお子様にソフトドリンク１杯無料サービス,飲食,味のつどい　あじさい,341-0011,三郷市,三郷市采女1-86-2,048-958-4282,048-958-4282,,17:00～25:00　LO24:00,水曜日,,ラーメン屋として開店してから今年で３０周年。その頃からの餃子も皆様に大好評です。PM１０：００まででしたら、小さなお子様連れでも大歓迎です。季節の料理も日替わりで提供しております
チャージ無料,飲食,Dining ＋Bar NEKO,330-0845,さいたま市大宮区,さいたま市大宮区仲町2-24-4仲町F１ビル202,048-645-5400,,,17:00～28:00,日祝,,
ソフトドリンク無料,飲食,もつ焼き　大阪屋,330-0845,さいたま市大宮区,さいたま市大宮区仲町1-7-1,048-641-1157,,,,,,
３歳以下のお子様ソフトドリンク５０円引き,飲食,おでん家　万昌　ぶらっせ,330-0845,さいたま市大宮区,さいたま市大宮区仲町2-55仲町ビル１F,048-783-5541,048-783-5586,,,,,
カード提示の方、無料トッピング(野菜、ニンニク、チーズなど),飲食,ゴリラーメン,330-0845,さいたま市大宮区,さいたま市大宮区仲町3-24,070-5598-7989,,,11:30～15:00/17:00～21:30,日曜日　,,ラーメンが大好評です。(ラーメン専門の店で大人気です。)
中学生以下のお子様ソフトドリンク１杯サービス,飲食,Cafe de Charmy,350-1308,狭山市,狭山市中央4-26-1,04-2958-3797,04-2958-3797,charmyco@sage.ocn.ne.jp,8:00～21:00,月曜日,http://www4.ocn.ne.jp/~charmyco/,自家焙煎珈琲と手作りケーキのお店。当店は良質生豆を自店で焙煎しているお店です。新鮮な珈琲豆をご提供できることをモットーにしています。生パスタ＆手作りピザ、サンドウィッチやサラダ、生ビール、ワインなどをご用意しております。モーニングサービスも始めました。ご来店お待ちしております。
ランチ限定でカード提示されたお客様に単品のとりのからあげサービス致します。,飲食,たち花,335-0002,蕨市,蕨市塚越1-4-18,048-442-3555,,,11:00～14:30、17:00～23:30,日祝,,
毎月１７日はポイント２倍。小学生以下のお子様にソフトドリンク無料サービス,飲食,Cafe Restaurant Orange,330-0851,さいたま市大宮区,さいたま市大宮区櫛引町1-774-4,048-871-5706,048-871-5706,cr.orange@icloud.com,月～木11:00～18:00、金11:00～22:00、土17:00～22:00,日祝,,小さなお子様連れの方にも嬉しい小上がりの席や、テーブル席使用時に使える、お子様専用の椅子、お子様ランチなどお子様連れでもゆっくりできるお店です。現在もたくさんのママに利用していただいています。
お会計から10％ＯＦＦ致します。,飲食,博多水炊き　可志和　大宮店,330-0854,さいたま市大宮区,さいたま市大宮区桜木町1-1-17トリムビル５F,048-640-5480,,,,,,
"店頭価格より１０k→３００円、５k→１５０円引き。
配達料は無料です。",飲食,お米工房　栄屋,350-2206,鶴ヶ島市,鶴ヶ島市藤金901-53,049-286-5199,049-286-5232,,10:00～19:30,毎週木曜日,,店頭精米のお店。当店のお米は玄米で保存、注文いただいてから即　精米配達いたします。配達料は無料です。（鶴ヶ島、坂戸地区限定）健康のため七分づき、五分づき、玄米もどうぞ！！
ソフトドリンク１杯サービス,飲食,鮨処　たか山,348-0053 ,羽生市,羽生市南５丁目２０番１６号,048-561-7389,,,,,,
中学生以下のお子様ソフトドリンク（コーラ・オレンジジュース・ウーロン茶）１杯サービス,飲食,中華料理　佳源,359-1146,所沢市,所沢市小手指南２－１－１,042-947-4801,,,昼 11:00～15:00／夜 17:00～22:00,年中無休,,終日提供のセットメニュー、5種類のチャーハン、5種類のラーメンから　各々1品選択　650円（税別）で提供しています。
お子様(小学生3年生以下)お1人にサービスドリンクを1杯無料でご提供。,飲食,ミヤマ珈琲　草加清門町店　(株式会社　銀座ルノアール),340-0055,草加市,草加市清門1-354,048-946-3781,048-946-3781,,7:00～23:00,無し,http://www.ginza-renoir.co.jp/,自然豊かな環境にあるログハウスをイメージした店内には、こだわりのネルドリップコーヒーと昔懐かしいナポリタンスパゲティやオリジナルマフィンが堪能できます。また地域のみなさまの笑顔が生まれる空間をご提供いたします。
お子様(小学生3年生以下)お1人にサービスドリンクを1杯無料でご提供。,飲食,ミヤマ珈琲　朝霞本町店　(株式会社　銀座ルノアール),351-0016,朝霞市,朝霞市青葉台1-2-2,048-465-7520,048-465-7520,,7:00～23:00,無し,http://www.ginza-renoir.co.jp/,自然豊かな環境にあるログハウスをイメージした店内には、こだわりのネルドリップコーヒーと昔懐かしいナポリタンスパゲティやオリジナルマフィンが堪能できます。また地域のみなさまの笑顔が生まれる空間をご提供いたします。
小学生以下のお子様にプチソフトクリームを一つプレゼント,飲食,コメダ珈琲店　草加店,340-0004,草加市,草加市弁天4-12-25,048-933-2345,048-933-3456,,7:00～23:00,無し,,"くつろぐ一番いいところのコメダ珈琲です。
AM11時まで全てのドリンクにモーニングサービスをお付けします。
人気のシロノワールも是非、ご賞味ください。"
小学生以下のお子様にプチソフトクリームを一つプレゼント,飲食,コメダ珈琲店　イオンタウン吉川美南店,342-0038,吉川市,吉川市美南3-12,048-984-5111,048-984-5115,yoshikawa@marutake-exp.co.jp,7:00～22:00,無し,,"くつろぐ一番いいところのコメダ珈琲です。
AM11時まで全てのドリンクにモーニングサービスをお付けします。
人気のシロノワールも是非、ご賞味ください。"
ソフトドリンク１杯無料サービス（小学生以下）,飲食,カトル・セゾン,355-0063,東松山市,東松山市元宿２－２１－９,0493-35-2080,,,11：30～14：30／17：30～21：30／土曜日17：30～21：30,金曜日,,"ハーブを使った西洋料理
貸しスペース、貸しギャラリー募集"
デザートプレゼント,飲食,ZAN,336-0017,さいたま市南区,さいたま市南区南浦和2-44-7　柳川屋ビル3F,048-813-8430,,,17:00-24:00,不定休,,ワインがメインの洋食中心のお店です
ポイントカード持参の方は、ポイント2倍（食事＝ランチ、夜の食事は除く）,飲食,和の花,331-0071,さいたま市西区,さいたま市西区高木２６４－１,048-622-0363,,,,なし,,
注文時にカードを提示されたお子様連れのお客様に対し、お子様に向けてのみ、ソフトドリンク1杯無料でサービス致します。,飲食,中華料理　龍珍楼,333-0801,川口市,川口市東川口２－３－６　グローバルビルＢ棟２Ｆ,048－295-6799,,,,無休,,
子供向けオススメトッピングを1品サービス,飲食,ベジテジや南越谷,343-0845,越谷市,越谷市南越谷1-16-6,048-940-7455,,,17:00～24:00,不定休,http://vege-teji.com/,"2014年8月に、埼玉初上陸!
包み専門店「サムギョプサル」ヤ
日本人向けの10,000通りを越える包み方を楽しんで下さい。"
小学生以下のお子様にドリンク１杯サービス,飲食,すし処　井上,343-0032,越谷市,越谷市袋山１４０４－３,048-978-8884,048-978-8884,,12：00～21：00,月曜日,,"赤ちゃん連れＯＫです。
食べれない物、お気軽にお伝えください。"
中学生以下のお子様、ソフトドリンク１杯サービス,飲食,炭火焼肉　和（なごみ）,340-0011,草加市,草加市栄町２－１２－１１,048-931-2975,,,17：00～24：00（L.O.23:00）,水曜日,,"気軽にご来店頂きたいため、ブロック肉を仕入れ、自店でさばくことによって中間業者の加工代をカットし、より新鮮でリーズナブルなお肉を提供致します。プロの目利きで、その都度良い肉を仕入れるため銘柄様々です。（佐賀牛、山形肉、常陸肉など）
保健所認定食材扱店のため、ユッケ、牛ホルを安心してお食事頂けます。"
デザートサービス,飲食,燻香房Nagoribi,336-0017,さいたま市南区,さいたま市南区南浦和2-28-8,048-799-2922,,,11：30-14：00／17：30-23：30,月曜日,,自家製の燻製や味噌漬け
ポテトフライSサービス,飲食,紗蔵～sakura～,335-0022,戸田市,戸田市上戸田5-19-2,048-434-5775,048-434-5775,,ランチ(月～金)11:30-14:00/ディナー(月～木)17:30-24:00(金・土)17:30-25:30,年中無休,s.hitosara.com,掘りごたつ式のワンフロアで60名まで対応できます。ママ会、忘年会、新年会等にぴったりのお店。
ディナーメニューに限り、10％OFF。ランチはソフトドリンクサービス。,飲食,インド・エスニック料理＆ダナ・パニ　大宮店,331-0855,さいたま市大宮区,さいたま市大宮区上小町5-9-1,048-642-1500,,rudraLaL14@i.softbank.jp,11：00-15：00／17：00-22：30,年中無休,,サービスが充実したアットホームなお店です。
ディナーメニューに限り、10％OFF。ランチはソフトドリンクサービス。,飲食,インド・エスニック料理＆ダナ・パニ　宮原店,331-0812,さいたま市北区,さいたま市北区宮原町2-125-10　シャントレクラモナ102,048-666-5500,,,11：00-15：00／17：00-22：30,年中無休,,サービスが充実したアットホームなお店です。
お子様にソフトドリンクを1杯お出しします。,飲食,葉月,331-0052,さいたま市西区,さいたま市西区三橋6-21,048-623-7479,,,17：00-23：30,毎週火曜日,,
小学生以下のお子様にジュース1杯サービス,飲食,アットホームダイニング　サルヴェ,343-0041,越谷市,越谷市千間台西3-1-17,048-973-7288,,,,,,
お子様に向けてアイスシングル（5種類から選べます）をサービスします,飲食,串カツ葵,333-0801,川口市,川口市東川口2-3-1　ハイユスト１F,048-446-9091,,,17：00～1：00（金・土・祝前3：00まで）,なし,,
400円以上ご注文のお子様連れのお客様にミニシフォンケーキ（種類は選べません）をサービス致します。,飲食,芳せんカフェ　ひとしずく,335-0023,戸田市,戸田市本町4-11-10,048-441-6308,048-444-7920,,10：00～18：00,日・祝日,,
１７：００～１８：００までのご来店でお子様ソフトドリンク９０分間飲み放題、500円（税抜）日曜、祝日限定,飲食,ぢどり亭南浦和店,336-0018,さいたま市南区,さいたま市南区南本町1-5-6　　B１,048-762-3178,,,平日）17：00～24：00／日祝）17：00～23：00,年末年始,,薩摩郷土料理、串に刺さっていない焼き鳥、飲み放題付コース３０００円（税別）～
お会計時にご提示頂くと小学生以下のお子様にデザートサービス,飲食,さかなや道場せんげん台東口店,343-0042 ,越谷市,越谷市千間台東町1-10-1　イーストⅡ２F,048-970-3185,048-970-3185,,（月～木）16：00～1：00／（土、日、祝前）16：00～3：00／（日、祝）16：00～24：00,無し,,新鮮な活鯵をご提供致します
大盛分サービス,飲食,居酒屋　みらいご,333-0851,さいたま市西区,さいたま市西区佐知川1082-54,080-5931-8662,,,,,,らーめん　居酒屋　定食等
お子様ソフトドリンクおひとりにつき１杯プレゼント,飲食,八龍,330-0843,さいたま市大宮区,さいたま市大宮区吉敷町1-25　小沢ビル７F,048-648-7571,,,,,,
あめプレゼント,飲食,居酒家　土間土間　大宮東口店,330-0802 ,さいたま市大宮区,さいたま市大宮区宮町1-75,048-640-5552,048-640-5552,,,,,
３歳以下のお子様ソフトドリンク３０円引き,飲食,モッツバー翠（sui）,330-0846,さいたま市大宮区,さいたま市大宮区大門町2-27,048-645-0429,048-645-0429,,17：00～2：00,,http://www.motts-bar.com,
ソフトドリンク１杯無料,飲食,炭火焼肉　心,331-0052,さいたま市西区,さいたま市西区三橋6-79-1,048-783-2986,048-783-2986,,11:30～14:00、17:00～24:00,火曜日,http://www.yakiniku-shin.com,良質な和牛焼肉をカップル、ファミリーさまざまなニーズにお答えし皆様が楽しいお食事をしていただける為に努力しています
誕生日、各種パーティで利用時、主役（１人のみ）にデザート盛り合わせをサービス※ディナータイムのみ他券併用不可,飲食,アジアンダイニングLUMBINI（ルンビニ）柏店,277-0005,千葉県,千葉県柏市柏３－３－１６　アンジェリークトキワ１F,04-7164-7690,,lumbini951008@yahoo.co.jp,ラン地11:00～17:00／ディナー17:00～5:00,無休,http://www.lumbini-jp.com/,サッカー観戦もできる１００インチスクリーンを常設２０人以上貸切もOK家族やグループでどうぞ
誕生日、各種パーティで利用時、主役（１人のみ）にデザート盛り合わせをサービス※ディナータイムのみ他券併用不可,飲食,アジアンダイニングLUMBINI（ルンビニ）新松戸店,270-0034,千葉県,千葉県松戸市新松戸4-56　松正ビル１F,047-345-2043,,lumbini951008@yahoo.co.jp,ランチ11:00～Lo14:30（土・日・祝日は16:30）／ディナー17:00～Lo22:30,無休,http://www.lumbini-jp.com/,現地シェフが作る本場のカレーやナン、カバブをお楽しみください
誕生日、各種パーティで利用時、主役（１人のみ）にデザート盛り合わせをサービス※ディナータイムのみ他券併用不可,飲食,アジアンダイニングLUMBINI（ルンビニ）東陽町店,135-0015,東京都,東京都江東区千石2-11-7,03-3644-0467,,lumbini951008@yahoo.co.jp,ランチ）11:00～17:00／ディナー）17:00～22:30,無休,http://www.lumbini-jp.com/,東陽町と錦糸町をつなぐ四つ目通り沿いにあります。カラオケ付きの個室もあるので気軽にご利用ください
平日５％off,飲食,Farmer&Patisserie cafe Myrtille,331-0052,さいたま市西区,さいたま市西区三橋5-965-5,048-753-5656,048-783-5656,kurodafuruitfarm@ymail.com,10：30～18：30,水、木,http://farmer-and-patisseriecafe-myrtille.com/,自家農園のブルーベリーを使ったレアチーズケーキが自慢の手作りケーキ店です。イートインも可能です。
お会計より１０％off,飲食,焼肉安安せんげん台,343-0042,越谷市,越谷市千間台東1-9-12　池澤第２ビル２F,048-977-5671,048-977-5671,,17：00～4：00,"12/31,1/1",,個室がありご家族でゆっくりゆったりご利用できます。安全、安心、安い　だから　食べ放題２０００円～
１０００円以上飲食の方１０％off(サービス券の併用不可）,飲食,支那そば　一越,343-0032,越谷市,越谷市袋山1216,048-979-7242,048-979-7242,,11:30～23:30　※火～金15:30～18:30休憩,月曜日,,昔ながらのラーメン店（あっさり）平日に限り麺の大盛り無料
お好きなトッピングサービス（一部除く）,飲食,クレープカフェ　WING,343-0042,越谷市,越谷市千間台東1-9-12　池澤第２ビル１F,048-976-3660,048-976-3660,,10：00～20：00,月により異なる,,原宿で大人気のマリオンクレープがせんげん台に!!タピオカも数十種類ご用意しております
ランチセット３００円引き、ディナータイムデザートサービス,飲食,Reｓort Cafe Lounge Lino,367-0017,さいたま市南区,さいたま市南区南浦和2-44-7 BEISビル５F,048-711-4966,048-711-4966,,11：00～24：00（LO23：00）,日曜日・祝日,,ゆったりとした空間でくつろげる店です。カップルシトやVIPルームもございます
平日ディナータイム限定ワンドリンクサービス(アルコールOK）,飲食,フレンチレストラン　シャルメ,342-0041,吉川市,吉川市保1-4-13,048-984-3157,048-984-3835,,ランチタイム11:30～15:30（LO14:30）／ディナータイム17:00～23:30（LO22:30）,第１火曜日、毎水曜日,http://charmer-yosikawa.com/,本格的なフランス料理をリーズナブルな価格で皆様に楽しんでいただけるアットホームなフレンチレストランです
ドリンクサービス（お子様にむけて）,飲食,麺屋　あがら,335-0022,戸田市,戸田市上戸田５－１９－２,048-434-5770,048-434-5770,menya.agara0310@gmail.com,平日）11:30～15:00／18:00～22:00、土・日・祝）11:30～15:30／17:30～22:00,木曜日,https://www.facebook.com/profile.php?id=100004571205357&fref=ts,"テーブル席と子供イスのご用意あります。
入口も大きく、スロープになっているので、ベビーカー、車イスも楽に入れます。
店のウラ手に６台パーキングあります。
是非ご家族でお越し下さいませ。"
"お子様連れのお客様、店内飲食料金を１０％ＯＦＦ
※クーポンなどの併用は不可",飲食,珈琲館　南浦和店,336-0025,さいたま市南区,さいたま市南区文蔵2-3-1　長沢ビル1F,048-866-7688,,,7:30～24:00,年中無休,,
カード提示の方に、５０円引きにします。,飲食,喫茶＆スナック　郷,336-0025,さいたま市南区,さいたま市南区文蔵２－５－２７,048-864-4918,,,喫茶店 9:00～17:00　スナック 19:00～25:00,喫茶店：土・日曜日スナック：日曜日,,"9:00～11:00 モーニングセット４７０円
11:00～15:00 ランチセット730円
14:00～17:00 ワンドリンク歌い放題1,000円"
楽しくてためになるパンフレット提供,飲食,天然酵母パン　糀幸,344-0021,春日部市,春日部市大場２８３－４９,048-735-6353,048-735-6353,,11:00～売切れ次第,月・水・金・日,http://www.hanasachi.com,"国産小麦粉と天然酵母を使用して、ゆっくりと時間をかけてひとつひとつ手作りしたパンです。
からだにやさしい素材えらびを心がけています。"
ポテトのサイズアップ(S→M)を無料に致します。,飲食,バーガー&ラップサンド　IRIRIKI　CAFE&BAR　HALAL　FOOD,336-0017 ,さいたま市南区,さいたま市南区南浦和2-23-6　木村ビル1F,050-3633-8788,,,月-金 10:30～21:00/土 10:30～20:00/日 10:30～18:00,水曜日,,"一つ一つ手作りにこだわった、安心のバーガーとラップサンドです。
お昼から、ワイン・ビールが楽しめます。
お気軽にどうぞ。"
あめ、ガムプレゼント,飲食,和牛炭火焼肉、韓国料理　じろべ,330-0802,さいたま市大宮区,さいたま市大宮区宮町１－４１,048-648-8989,,,17:00～27:30,,,
3才以下のお子様、　ソフトドリンク10円引き,飲食,うまい房　大山鶏とうまい酒,330-0802,さいたま市大宮区,さいたま市大宮区宮町1-47　一番ビル4F,050-5789-8186,,,17:00～29:00,,,
小学生以下、ソフトドリンク無料,飲食,琉球ダイニング　ちゅらり　大宮東口店,330-0802 ,さいたま市大宮区,さいたま市大宮区宮町１－４７　一番ビル２Ｆ,048-640-7211,,,月～水) 17:00～26:00、金・土・祝前日) 17:00～29:00、日・祝日) 17:00～23:30,,,
カード持参した方５０円引き,飲食,cafe COLORADO　南浦和店,336-0018,さいたま市南区,さいたま市南区南浦和２－３６－９　白井ビル２Ｆ,048-885-4894,048-885-5087,,8:00～22:30,なし,,昔ながらの落ち着いた喫茶店です。
カード提示の方に、シャーベットサービス,飲食,DINNING BAR Chou Chou,336-0018,さいたま市南区,さいたま市南区南浦和２－３８－１　北原ビル２Ｆ,048-881-4155,048-881-4155,,17:00～25:00（金・土・祝前日は、27:00まで）,不定休,,
ご来店時に提示で１０％ＯＦＦ,飲食,木村屋本店　せんげん台駅前店,343-0041,越谷市,越谷市千間台西１－４－３　イクステントビル２，３Ｆ,048-971-3000,,,月～金 17：00～24：00、土 12：00～翌5：00、日・祝 12：00～24：00※祝前日 ～翌5：00まで,不定休,,"九州の美味しい料理とお酒を個室でまったりと。家族連れ大歓迎!!!
名物博多もつ鍋、つゆしゃぶをご賞味下さい!!!
尚、時間外営業も受け付けております。※要予約"
カード呈示の方のみ、お子様のドリンク代を５０円引き致します。,飲食,宮内家　ライブ＆カフェ,336-0018 ,さいたま市南区,さいたま市南区本町２－３－８　志賀パレス１Ｆ,048-788-6033,048-873-8125,info@magoshand.co.jp,不定期。ＨＰ参照下さい。,不定期。ＨＰ参照下さい。,http://www.geocities.jp/miyatin5963/,"パーティー、イベント等、貸切大歓迎！！
６０インチモニター＆ステージ音響照明有り！！"
"ドリンクバー単品250円(外税)、セットドリンクバー150円(外税)を優待カード提示で半額。
※カード1枚につきお一人様が割引の対象となります。",飲食,紅福酒家,363-8555,桶川市,桶川市桶川都市計画事業下日出谷東特定土地区画整理事業内４２区画1画地　ベニバナウォーク桶川　１Ｆ,048-871-9781,048-871-9781,info@h-kr.co.jp,11:00～22:00,無し,http://koufukusyuka.com/,食文化を守る、伝える、進化させる
会計時に50円値引き,飲食,珈琲館　ベニバナウォーク桶川店,363-8555,桶川市,桶川市桶川都市計画事業下日出谷東特定土地区画整理事業内42区画1画地　ベニバナウォーク桶川　2F　,048-871-7544,048-871-7544,,10:00～21:00 ,なし,,ホットケーキと炭火珈琲がイチオシです。
優待カードを提示して、お子さま連れでお食事された方に、お子さま用ミニジュースをサービス,飲食,ピッツァ　プリマヴェーラ,360-0816,熊谷市,熊谷市石原631-13,048-526-0189,048-522-5147,,昼）11:00～15:30　夜）18:00～21:00,日曜日、月曜日夜,,高温の薪窯で一気に焼き上げるピザはふっくらモチモチで、お子さまからお年寄りまでどなたでも楽しんでもらえます。
"おこさまドリンクバー無料。
※ご注文時に優待カードをご提示ください。
※埼玉県内のロイヤルホストのみ有効です。",飲食,ロイヤルホスト　大宮ステラタウン店,331-0812,さいたま市北区,さいたま市北区宮原町1-854-1　ステラタウン公園棟1階,048-669-2515,,,10:00～22:00,なし(休業日はステラモールに準ずる),https://www.royalhost.jp/,"小学生以下のおこさま向けのキッズメニューは「たのしくたべるとおいしくなるね!」をテーマに、親子で楽しむ「食の豊かさと楽しさ」を表現しています。
ハンバーグやオムライスはもちろんのこと、安心して外食を楽しんでいただくために低アレルゲンメニューもご用意しております。"
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　上柴店,366-0051,深谷市,深谷市上柴町東3-10-6,048-571-2533,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　鴻巣鎌塚店,369-0112,鴻巣市,鴻巣市鎌塚1-3-98,048-549-0659,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　岩槻店,339-0051,さいたま市岩槻区,さいたま市岩槻区南平野1-25-7,048-790-1288,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　さいたま丸ヶ崎店,337-0001,さいたま市見沼区,さいたま市見沼区丸ヶ崎1056-3,048-680-2058,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　千葉幸町店,261-0001,千葉県,千葉県千葉市美浜区幸町1-26-3,043-301-9303,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
